Number,kural,explanation,adikaram_name,iyal_name,paul_name,paul_translation,mk,mv,sp
214,ஒத்த தறவோன் உயிர்வாழ்வான் மற்றையான் செத்தாருள் வைக்கப் படும்.,He truly lives who knows (and discharges) the proper duties (of benevolence) He who knows them not will be reckoned among the dead,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Virtue,ஒப்புரவை அறிந்து பிறருக்கு உதவியாகத் தன் வாழ்வை அமைத்துக் கொள்பவனே உயிர்வாழ்பவன் எனக் கருதப்படுவான்; அதற்கு மாறானவன் இறந்தவனே ஆவான்,"ஒப்புரவை அறிந்து போற்றிப் பிறர்க்கு உதவியாக வாழ்கின்றவன் உயிர்வாழ்கின்றவன் ஆவான், மற்றவன் செத்தவருள் சேர்த்துக் கருதப்படுவான்.",உழைக்கும் சக்தி அற்றவர்க்கு உதவுபவனே உயிரோடு வாழ்பவன். உதவாதவன் இருந்தாலும் இறந்தவனாகவே எண்ணப்படுவான்.
588,ஒற்றொற்றித் தந்த பொருளையும் மற்றுமோர் ஒற்றினால் ஒற்றிக் கொளல்.,"Let not a king receive the information which a spy has discovered and made known to him, until he has examined it by another spy",ஒற்றாடல்,அரசியல்,பொருட்பால்,Wealth,"ஓர் உளவாளி, தனது திறமையினால் அறிந்து சொல்லும் செய்தியைக் கூட மற்றோர் உளவாளி வாயிலாகவும் அறிந்து வரச் செய்து, இரு செய்திகளையும் ஒப்பிட்டுப் பார்த்த பிறகே அது, உண்மையா அல்லவா என்ற முடிவுக்கு வரவேண்டும்",ஓர் ஒற்றன் மறைந்து கேட்டுத் தெரிவித்தச் செய்தியையும் மற்றோர் ஒற்றனால் கேட்டு வரச் செய்து ஒப்புமை கண்டபின் உண்மை என்றுக் கொள்ள வேண்டும்.,ஓர் ஒற்றர் கொண்டு வந்த செய்தியை இன்னும் ஓர் ஒற்றர் தரும் செய்தியோடு சரி பார்த்துக் கொள்க.
1075,அச்சமே கீழ்களது ஆசாரம் எச்சம் அவாவுண்டேல் உண்டாம் சிறிது.,"(The principle of) behaviour in the mean is chiefly fear; if not, hope of gain, to some extent",கயமை,குடியியல்,பொருட்பால்,Wealth,"தாங்கள் விரும்புவது கிடைக்கும் என்ற நிலையேற்படும்போது கீழ்மக்கள், தங்களை ஒழுக்கமுடையவர்கள் போலக் காட்டிக் கொள்வார்கள் மற்ற சமயங்களில் அவர்கள் பயத்தின் காரணமாக மட்டுமே ஓரளவு ஒழுக்கமுள்ளவர்களாக நடந்து கொள்வார்கள்","கீழ் மக்களின் ஆசாரத்திற்கு காரணமாக இருப்பது அச்சமே, எஞ்சியவற்றில் அவா உண்டானால் அதனாலும் சிறிதளவு ஆசாரம் உண்டாகும்.",கயவர்களிடம் நல்ஒழுக்கம் இருந்தால் ஆட்சியைப் பற்றிய பயமே காரணம் ஆகும். அதையும் மீறி அவர்கள் ஆசைப்படும் பொருள் கிடைப்பதாக இருந்தால் அதனாலும் கொஞ்சம் ஒழுக்கம் இருக்கும்.
906,இமையாரின் வாழினும் பாடிலரே இல்லாள் அமையார்தோள் அஞ்சு பவர்.,They that fear the bamboo-like shoulders of their wives will be destitute of manliness though they may flourish like the Gods,பெண்வழிச் சேறல்,நட்பியல்,பொருட்பால்,Wealth,"அறிவும் பண்பும் இல்லாத மனைவி, அழகாக இருக்கிறாள் என்பதற்காக மட்டும் அவளுக்கு அடங்கி நடப்பவர்கள், தங்களைத் தேவாம்சம் படைத்தவர்கள் என்று கற்பனையாகக் காட்டிக் கொண்டாலும் அவர்களுக்கு உண்மையில் எந்தப் பெருமையும் கிடையாது",மனைவியின் தோளுக்கு அஞ்சி வாழ்கின்றவர் தேவரைப் போல் இவ்வுலகில் சிறப்பான நிலையில் வாழ்ந்த போதிலும் பெருமை இல்லாதவரே ஆவர்.,"தேவர்களைப் போல வாழ்ந்தாலும் மனைவியின் மூங்கில் போன்ற தோளுக்குப் பயப்படுபவர், ஆண்மையால் வரும் பெருமை இல்லாதவரே."
246,பொருள்நீங்கிப் பொச்சாந்தார் என்பர் அருள்நீங்கி அல்லவை செய்தொழுகு வார்.,"(The wise) say that those who neglect kindness and practise cruelties, neglected virtue (in their former birth), and forgot (the sorrows which they must suffer.)",அருளுடைமை,துறவறவியல்,அறத்துப்பால்,Virtue,"அருளற்றவர்களாய்த் தீமைகளைச் செய்து வாழ்பவர்கள், பொருளற்றவர்களாகவும், கடமை மறந்தவர்களாகவும் ஆவர்","அருள் இல்லாதவராய் அறமல்லாதவைகளைச் செய்து நடப்பவர்களை, உறுதிப்பொருளாகிய அறத்திலிருந்து நீங்கித் தம் வாழ்க்கையின் குறிக்கோளை மறந்தவர் என்பார்.",அருள் இல்லாமல் தீமைகளைச் செய்து வாழ்பவரைப் பொருளையும் இழந்து தாம் துன்பம் அடைந்ததையும் மறந்தவர் என்று அறிஞர் கூறுவர்.
571,கண்ணோட்டம் என்னும் கழிபெருங் காரிகை உண்மையான் உண்டிவ் வுலகு.,"The world exists through that greatest ornament (of princes), a gracious demeanour",கண்ணோட்டம்,அரசியல்,பொருட்பால்,Wealth,"இந்த உலகம், அன்பும் இரக்கமும் இணைந்த கண்ணோட்டம் எனப்படுகிற பெரும் அழகைக் கொண்டவர்கள் இருப்பதால்தான் பெருமை அடைகிறது","கண்ணோட்டம் என்று சொல்லப்படுகின்ற மிகச் சிறந்த அழகு இருக்கும் காரணத்தால் தான், இந்த உலகம் அழியாமல் இருக்கின்றது.",முகம் பார்த்தல் என்னும் பேரழகு மனிதருள் இருப்பதால்தான் மக்கள் வாழ்க்கை தொடர்கின்றது.
1067,இரப்பன் இரப்பாரை எல்லாம் இரப்பின் கரப்பார் இரவன்மின் என்று.,"I beseech all beggars and say, ""If you need to beg, never beg of those who give unwillingly.""",இரவச்சம்,குடியியல்,பொருட்பால்,Wealth,கையில் உள்ளதை மறைத்து இல்லை என்போரிடம் கையேந்த வேண்டாமென்று கையேந்துபவர்களையெல்லாம் கையேந்திக்கேட்டு கொள்கிறேன்,இரந்து கேட்பதனால் உள்ளதை ஒளிப்பவரிடத்தில் சென்று இரக்க வேண்டுடாம் என்று இரப்பவர் எல்லோரையும் இரந்து வேண்டுகின்றேன்.,"பிச்சை எடுத்துத்தான் ஆகவேண்டும் என்றால், தம்மிடம் இருப்பதை மறைப்பாரிடம் பிச்சை எடுக்க வேண்டா என்று, பிச்சை எடுப்பவரிடம் எல்லாம் நாம் பிச்சை கேட்கின்றேன்."
1313,கோட்டுப் பூச் சூடினும் காயும் ஒருத்தியைக் காட்டிய சூடினீர் என்று.,"Even if I were adorned with a garland of branch-flowers, she would say I did so to show it to another woman",புலவி நுணுக்கம்,கற்பியல்,காமத்துப்பால்,Love,"கிளையில் மலர்ந்த பூக்களைக் கட்டி நான் அணிந்து கொண்டிருந்தாலும், வேறொருத்திக்குக் காட்டுவதற்காகவே அணிந்திருக்கிறீர் எனக்கூறி சினம் கொள்வாள்","கிளைகளில் மலர்ந்த மலர்களைச் சூடினாலும், நீர் இந்த அழகை யாரோ ஒருத்திக்கு காட்டுவதற்காகச் சூடினீர் என்று சினம் கொள்வாள்.","ஒரு மாற்றம் கருதி, ஒருமுறை, மரத்திலே மலர்ந்த பூவை மாலையாக்கிச் சூடினேன். அதற்கு அவள், நீர் விரும்பும் எவளுக்கோ அடையாளம் காட்டிச் சூடினீர் என்று சினந்து நின்றாள்."
252,பொருளாட்சி போற்றாதார்க்கு இல்லை அருளாட்சி ஆங்கில்லை ஊன்தின் பவர்க்கு.,"As those possess no property who do not take care of it, so those possess no kindness who feed on flesh",புலால் மறுத்தல்,துறவறவியல்,அறத்துப்பால்,Virtue,பொருளைப் பேணிக் காத்திடாதவர்க்குப் பொருள் உடையவர் என்னும் சிறப்பு இல்லை; புலால் உண்பவர்க்கும் அருள் உடையவர் என்னும் சிறப்பு இல்லை,"பொருளுடையவராக இருக்கும் சிறப்பு அப்பொருளை வைத்துக் காப்பாற்றாதவர்க்கு இல்லை, அருளுடையவராக இருக்கும் சிறப்பு புலால் தின்பவர்க்கு இல்லை.","பொருளால் பயன் பெறுவது அதைப் பாதுகாக்காதவர்க்கு இல்லை; அது போல, இரக்கத்தால் பயன்பெறுவது இறைச்சி தின்பவர்க்கு இல்லை."
990,சான்றவர் சான்றாண்மை குன்றின் இருநிலந்தான் தாங்காது மன்னோ பொறை.,"If there is a defect in the character of the perfect, (even) the great world cannot bear (its) burden",சான்றாண்மை,குடியியல்,பொருட்பால்,Wealth,சான்றோரின் நற்பண்பே குறையத்தொடங்கினால் அதனை இந்த உலகம் பொறுமையுடன் தாங்கிக் கொள்ளாது,சான்றோரின் சால்பு நிறைந்த பண்பு குறைபடுமானால் இந்தப் பெரிய நிலவுலகமும் தன் பாரத்தைத் தாங்க முடியாமற் போய் விடும்.,"சான்றோர் தம் சான்றாண்மைப் பண்பிலிருந்து விலகிக் குறைவுபடுவார் என்றால், இப்பூவுலகம் தன் பாரம் தாங்காமல் அழியும்."
370,ஆரா இயற்கை அவாநீப்பின் அந்நிலையே பேரா இயற்கை தரும்.,"The removal of desire, whose nature it is never to be satisfied, will immediately confer a nature that can never be changed",அவா அறுத்தல்,துறவறவியல்,அறத்துப்பால்,Virtue,"இயல்பாகவே எழும் அடங்காத பேராசையை அகற்றி வாழும் நிலை, நீங்காத இன்பத்தை இயல்பாகவே தரக்கூடியதாகும்",ஒருபோதும் நிரம்பாத தன்மை உடைய அவாவை ஒழித்தால் ஒழித்த அந்நிலையே எப்போதும் மாறாதிருக்கும் இன்ப வாழ்வைத் தரும்.,"ஒரு காலமும் முடிவு பெறாத குணத்தை உடைய ஆ‌சையை விட்டுவிட்டால், அதுவே ஒருவனுக்கு நிலைத்து வாழும் இயல்பைக் கொடுக்கும்."
1082,நோக்கினாள் நோக்கெதிர் நோக்குதல் தாக்கணங்கு தானைக்கொண் டன்ன துடைத்து.,This female beauty returning my looks is like a celestial maiden coming with an army to contend against me,தகை அணங்குறுத்தல்,களவியல்,காமத்துப்பால்,Love,"அவள் வீசிடும் விழிவேலுக்கு எதிராக நான் அவளை நோக்க, அக்கணமே அவள் என்னைத் திரும்ப நோக்கியது தானெருத்தி மட்டும் தாக்குவது போதாதென்று, ஒரு தானையுடன் வந்து என்னைத் தாக்குவது போன்று இருந்தது","நோக்கிய அவள் பார்வைக்கு எதிரே நோக்குதல் தானே தாக்கி வருத்தும் அணங்கு, ஒரு சேனையையும் கொண்டு வந்து தாக்கினாற் போன்றது.","என் பார்வைக்கு எதிராக அவள் என்னைப் பார்ப்பது, தானே தாக்கி எவரையும் கொல்லும் ஒரு தெய்வம், தாக்குவதற்குப் படைகளையும் கூட்டி வந்ததது போல் இருக்கிறது."
123,செறிவறிந்து சீர்மை பயக்கும் அறிவறிந்து ஆற்றின் அடங்கப் பெறின்.,"Knowing that self-control is knowledge, if a man should control himself, in the prescribed course, such self-control will bring him distinction among the wise",அடக்கம் உடைமை,இல்லறவியல்,அறத்துப்பால்,Virtue,அறிந்து கொள்ள வேண்டியவற்றை அறிந்து அதற்கேற்ப அடக்கத்துடன் நடந்து கொள்பவரின் பண்பை உணர்ந்து பாராட்டுகள் குவியும்,"அறிய வேண்டியவற்றை அறிந்து, நல்வழியில் அடங்கி ஒழுகப்பெற்றால், அந்த அடக்கம் நல்லோரால் அறியப்பட்டு மேன்மை பயக்கும்.","அடக்கத்துடன் வாழ்வதே அறிவுடைமை என்று அறிந்து, ஒருவன் அடக்கமாக வாழ்ந்தால் அவனது அடக்கம் நல்லவர்களால் அறியப்பட்டு அது அவனுக்குப் பெருமையைக் கொடுக்கும்."
607,இடிபுரிந்து எள்ளுஞ் சொல் கேட்பர் மடிபுரிந்து மாண்ட உஞற்றி லவர்.,"Those who through idleness, and do not engage themselves in dignified exertion, will subject",மடி இன்மை,அரசியல்,பொருட்பால்,Wealth,முயற்சி செய்வதில் அக்கறையின்றிச் சோம்பேறிகளாய் வாழ்பவர்கள் இகழ்ச்சிக்கு ஆளாவார்கள்,சோம்பலை விரும்பி மேற்க் கொண்டு சிறந்த முயற்சி இல்லாதவராய் வாழ்கின்றவர் பிறர் இடித்துக் கூறி இகழ்கின்ற சொல்லைக் கேட்கும் நிலைமை அடைவர்.,"சோம்பலில் வீழ்வதால் சிறந்த முயற்சி செய்யாதவர், நண்பர்களால் முதலில் இடித்துச் சொல்லப்பட்டு, பின்பு அவர் இழந்து பேசும் சொல்லையும் கேட்பர்."
903,இல்லாள்கண் தாழ்ந்த இயல்பின்மை எஞ்ஞான்றும் நல்லாருள் நாணுத் தரும்.,The frailty that stoops to a wife will always make (her husband) feel ashamed among the good,பெண்வழிச் சேறல்,நட்பியல்,பொருட்பால்,Wealth,"நற்குணமில்லாத மனைவியைத் திருத்த முனையாமல் பணிந்து போகிற கணவன், நல்லோர் முன்னிலையில் நாணமுற்று நிற்கும் நிலைக்கு ஆளாக நேரிடும்",மனைவியிடத்தில் தாழ்ந்து நடக்கும் இழிந்த தன்மை ஒருவனுக்கு எப்போதும் நல்லவரிடையே இருக்கும் போது நாணத்தைச் தரும்.,"மனைவியிடம் பணிந்து போகும் பயம் ஒருவனிடம் இருந்தால், இது இல்லாத நல்லவர் முன்னே அவனுக்கு எப்போதும் வெட்கத்தைக் கொடுக்கும்."
382,அஞ்சாமை ஈகை அறிவூக்கம் இந்நான்கும் எஞ்சாமை வேந்தர்க் கியல்பு.,"Never to fail in these four things, fearlessness, liberality, wisdom, and energy, is the kingly character",இறைமாட்சி,அரசியல்,பொருட்பால்,Wealth,"துணிவு, இரக்க சிந்தை, அறிவாற்றல், உயர்ந்த குறிக்கோளை எட்டும் முயற்சி ஆகிய நான்கு பண்புகளும் அரசுக்குரிய தகுதிகளாகும்","அஞ்சாமை, ஈகை , அறிவுடைமை, ஊக்கமுடைமை இந்த நான்கு பண்புகளும் குறைவு படாமல் இருத்தலே அரசனுக்கு இயல்பாகும்.","அநீதிக்கும் பகைவர்க்கும் பயப்படாதிருப்பது, வேண்டுவோர்க்கு வேண்டிய கொடுப்பது, வரும் முன்காக்கும் அறிவு, ஆபத்து வந்த பின் தளராத ஊக்கம் - இந்நான்கிலும் குறையாமல் இருப்பது ஆளுவோரின் இயல்பாக இருக்க வேண்டும்."
172,படுபயன் வெஃகிப் பழிப்படுவ செய்யார் நடுவன்மை நாணு பவர்.,Those who blush at the want of equity will not commit disgraceful acts through desire of the profit that may be gained,வெஃகாமை,இல்லறவியல்,அறத்துப்பால்,Virtue,"நடுவுநிலை தவறுவது நாணித் தலைகுனியத் தக்கது என்று நினைப்பவர் தமக்கு ஒரு பயன் கிடைக்கும் என்பதற்காக, பழிக்கப்படும் செயலில் ஈடுபடமாட்டார்","நடுவுநிலைமை அல்லாதவற்றைக் கண்டு நாணி ஒதுங்குகின்றவர், பிறர் பொருளைக் கவர்வதால் வரும் பயனை விரும்பிப் பழியான செயல்களைச் செய்யார்.","பிறர் பொருளைக் கவர்ந்து அனுபவிக்க எண்ணிப் பழி தரும் செயல்களை, நீதிக்கு அஞ்சுபவர் செய்ய மாட்டார்."
1102,பிணிக்கு மருந்து பிறமன் அணியிழை தன்நோய்க்குத் தானே மருந்து.,"The remedy for a disease is always something different (from it); but for the disease caused by this jewelled maid, she is herself the cure",புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Love,நோய்களைத் தீர்க்கும் மருந்துகள் பல உள்ளன; ஆனால் காதல் நோயைத் தீர்க்கும் மருந்து அந்தக் காதலியே ஆவாள்,"நோய்களுக்கு மருந்து வேறு பொருள்களாக இருக்கின்றன, ஆனால் அணிகலன் அணிந்த இவளால் வளர்ந்த நோய்க்கு இவளே மருந்தாக இருக்கின்றாள்.","நோய்களுக்கு மருந்து பெரும்பாலும், அந்நோய்களுக்கு மாறான இயல்பை உடையவையே. ஆனால் இவள் தந்த நோய்க்கு இவளே மருந்து."
1140,யாம்கண்ணின் காண நகுப அறிவில்லார் யாம்பட்ட தாம்படா ஆறு.,"Even strangers laugh (at us) so as to be seen by us, for they have not suffered",நாணுத் துறவுரைத்தல்,களவியல்,காமத்துப்பால்,Love,"காதல் நோயினால் வாடுவோரின் துன்பத்தை அனுபவித்தறியாதவர்கள்தான், அந்த நோயினால் வருந்துவோரைப் பார்த்து நகைப்பார்கள்",யாம் பட்ட துன்பங்களைத் தாம் படாமையால் அறிவில்லாதவர் யாம் கண்ணால் காணுமாறு எம் எதிரில் எம்மைக்கண்டு நகைக்கின்றனர்.,"நான் பார்க்க, இந்த அறிவற்ற மக்கள் என்னைப் பார்த்துச் சிரிக்கின்றனர். அப்படிச் சிரிக்க காரணம், நான் அனுபவித்த துன்பங்களை அவர்கள் அனுபவிக்காததே!"
162,விழுப்பேற்றின் அஃதொப்பது இல்லையார் மாட்டும் அழுக்காற்றின் அன்மை பெறின்.,Amongst all attainable excellences there is none equal to that of being free from envy towords others,அழுக்காறாமை,இல்லறவியல்,அறத்துப்பால்,Virtue,யாரிடமும் பொறாமை கொள்ளாத பண்பு ஒருவர்க்கு வாய்க்கப் பெறுமேயானால் அதற்கு மேலான பேறு அவருக்கு வேறு எதுவுமில்லை,"யாரிடத்திலும் பொறாமை இல்லாதிருக்கப் பெற்றால், ஒருவன் பெறத்தக்க மேம்பாடான பேறுகளில் அதற்கு ஒப்பானது வேறொன்றும் இல்லை.",எவர் இடத்தும் பொறாமை கொள்ளாதிருப்பதை ஒருவன் பெற்றால் சீரிய சிறப்புகளுள் அது போன்றது வேறு இல்லை.
217,மருந்தாகித் தப்பா மரத்தற்றால் செல்வம் பெருந்தகை யான்கண் படின்.,"If wealth be in the possession of a man who has the great excellence (of benevolence), it is like a tree which as a medicine is an infallible cure for disease",ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Virtue,"பிறருக்கு உதவிடும் பெருந்தன்மையாம் ஒப்புரவு உடையவனிடம், செல்வம் சேர்ந்தால் அது ஒரு நல்ல மரத்தின் எல்லா உறுப்புகளும் மருந்தாகப் பயன்படுவது போன்றதாகும்",ஒப்புரவாகிய பெருந்தகைமை உடையவனிடத்து செல்வம் சேர்ந்தால் அஃது எல்லா உறுப்புகளுக்கும் மருந்தாகிப் பயன்படத் தவறாத மரம் போன்றது.,"பெரும் பண்பாளனிடம் சேரும் செல்வம், எல்லா உறுப்புகளாலும் மருந்து ஆகிப் பயன்படுவதிலிருந்து தப்பாத மரம் போலப் பொதுவாகும்."
65,மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்று அவர் சொற்கேட்டல் இன்பம் செவிக்கு.,"The touch of children gives pleasure to the body, and the hearing of their words, pleasure to the ear",மக்கட்பேறு,இல்லறவியல்,அறத்துப்பால்,Virtue,"தம் குழந்தைகளைத் தழுவி மகிழ்வது உடலுக்கு இன்பத்தையும், அந்தக் குழந்தைகளின் மழலை மொழி கேட்பது செவிக்கு இன்பத்தையும் வழங்கும்",மக்களின் உடம்பைத் தொடுதல் உடம்பிற்கு இன்பம் தருவதாகும்: அம் மக்களின் மழலைச் சொற்களைக் கேட்டால் செவிக்கு இன்பம் தருவதாகும்.,பெற்ற பிள்ளைகளின் உடலைத் தழுவுவது உடலுக்கு இன்பம். அவர்களின் பேச்சைக் கேட்பது காதிற்கு இன்பம்
593,ஊக்கம் இழந்தேமென்று அல்லாவார் ஊக்கம் ஒருவந்தம் கைத்துடை யார்.,"They who are possessed of enduring energy will not trouble themselves, saying, ""we have lost our property.""",ஊக்கம் உடைமை,அரசியல்,பொருட்பால்,Wealth,"ஊக்கத்தை உறுதியாகக் கொண்டிருப்பவர்கள், ஆக்கம் இழக்க நேர்ந்தாலும் அப்போதுகூட ஊக்கத்தை இழந்து கலங்க மாட்டார்கள்","ஊக்கத்தை உறுதியாகத் தம்கைப் பொருளாக உடையவர், ஆக்கம்( இழந்து விட்டக்காலத்திலும்) இழந்து விட்டோம் என்று கலங்க மாட்டார்.","ஊக்கத்தைத் தம் கைவசம் கொண்டவர், செல்வத்தை இழந்தாலும், இழந்து விட்டோமோ என்று மனம் கலங்க மாட்டார்."
618,பொறியின்மை யார்க்கும் பழியன்று அறிவறிந்து ஆள்வினை இன்மை பழி.,"Adverse fate is no disgrace to any one; to be without exertion and without knowing what should be known, is disgrace",ஆள்வினை உடைமை,அரசியல்,பொருட்பால்,Wealth,"விதிப்பயனால் பழி ஏற்படும் என்பது தவறு, அறிய வேண்டியவற்றை அறிந்து செயல்படாமல் இருப்பதே பெரும்பழியாகும்","நன்மை விளைவிக்கும் ஊழ் இல்லாதிருத்தல் யார்க்கும் பழி அன்று, அறிய வேண்டியவற்றை அறிந்து முயற்சி செய்யாதிருத்தலே பழி.","உடல் உறுப்பு, செயலற்று இருப்பது குறை ஆகாது. அறிய வேண்டியவதை அறிந்து முயற்சி செய்யாது இருப்பதே குறை."
930,கள்ளுண்ணாப் போழ்திற் களித்தானைக் காணுங்கால் உள்ளான்கொல் உண்டதன் சோர்வு.,"When (a drunkard) who is sober sees one who is not, it looks as if he remembered not the evil effects of his (own) drink",கள்ளுண்ணாமை,நட்பியல்,பொருட்பால்,Wealth,"ஒரு குடிகாரன், தான் குடிக்காமல் இருக்கும்போது மற்றொரு குடிகாரன் மது மயக்கத்தில் தள்ளாடுவதைப் பார்த்த பிறகாவது அதன் கேட்டினை எண்ணிப் பார்க்க மாட்டானா?",ஒருவன் தான் கள் உண்ணாத போது கள்ளுண்டு மயங்கினவளைக் காணுமிடத்தில் உண்டு மயங்குவதால் வரும் சோர்வை நினைக்கமாட்டானோ.,"போதைப் பொருளை ஒருவன் பயன்படுத்தாத போது, அதைப் பயன்படுத்தி இருப்பவனைப் பார்த்துத் தான் பயன்படுத்தும்போது தனக்கும் இத்தகைய நிலைதானே உண்டாகும் என்று எண்ணிப் பார்க்கமாட்டானோ?"
572,கண்ணோட்டத் துள்ளது உலகியல் அஃதிலார் உண்மை நிலக்குப் பொறை.,"The prosperity of the world springs from the kindliness, the existence of those who have no (kindliness) is a burden to the earth",கண்ணோட்டம்,அரசியல்,பொருட்பால்,Wealth,"அன்புடன் அரவணைத்து இரக்கம் காட்டும் கண்ணோட்டம் எனப்படும் உலகியலுக்கு, மாறாக இருப்பவர்கள் இந்தப் பூமிக்குச் சுமையாவார்கள்","கண்ணோட்டத்தினால் உலகியல் நடைபெறுகின்றது, கண்ணோட்டம் இல்லாதவர் உயிரோடு இருத்தல் நிலத்திற்குச் சுமையே தவிர வேறு பயனில்லை.",மக்கள் வாழ்க்கை கண்ணோட்டத்தால்தான் இயங்குகின்றது அக்கண்ணோட்டம் இல்லாதவர் வாழ்வது இப்பூமிக்கு பாரமே.
954,அடுக்கிய கோடி பெறினும் குடிப்பிறந்தார் குன்றுவ செய்தல் இலர்.,"Though blessed with immense wealth, the noble will never do anything unbecoming",குடிமை,குடியியல்,பொருட்பால்,Wealth,பலகோடிப் பொருள்களை அடுக்கிக் கொடுத்தாலும் சிறந்த குடியில் பிறந்தவர்கள் அந்தச் சிறப்புக் கெடுவதற்கான செயல்களுக்கு இடம் தரமாட்டார்கள்,பல கோடிப் பொருளைப் பெறுவதாக இருந்தாலும் உயர்குடியில் பிறந்தவர் தம் குடியின் சிறப்புக் குன்றுவதற்கு காரணமான குற்றங்களைச் செய்வதில்லை.,கோடி கோடியாகச் செல்வத்தைப் பெற்றாலும் நல்ல குடும்பத்தில் பிறந்தவர் தம் குடும்பப் பெருமை குறைவதற்கான செயல்களைச் செய்யமாட்டார்.
1114,காணின் குவளை கவிழ்ந்து நிலன்நோக்கும் மாணிழை கண்ணொவ்வேம் என்று.,"If the blue lotus could see, it would stoop and look at the ground saying, ""I can never resemble the eyes of this excellent jewelled one.""",நலம் புனைந்து உரைத்தல்,களவியல்,காமத்துப்பால்,Love,"என் காதலியைக் குவளை மலர்கள் காண முடிந்தால், ``இவள் கண்களுக்கு நாம் ஒப்பாக முடியவில்லையே!'' எனத் தலைகுனிந்து நிலம் நோக்கும்","குவளை மலர்கள் காணும் தன்மைப் பெற்றுக் கண்டால், இவளுடைய கண்களுக்கு தாம் ஒப்பாக வில்லையே என்று தலை கவிழ்ந்து நிலத்தை நோக்கும்.","குவளைப் பூக்களால் காண முடியுமானால், சிறந்த அணிகளைப் பூண்டிருக்கும் என் மனைவியின் கண்ணைப் போல தாம் இருக்கமாட்டோம் என்று எண்ணி நாணத்தால் தலைகுனிந்து நிலத்தைப் பார்க்கும்."
657,பழிமலைந்து எய்திய ஆக்கத்தின் சான்றோர் கழிநல் குரவே தலை.,Far more excellent is the extreme poverty of the wise than wealth obtained by heaping up of sinful,வினைத் தூய்மை,அமைச்சியல்,பொருட்பால்,Wealth,"பழிக்கு அஞ்சாமல் இழிவான செயல்களைப் புரிந்து செல்வந்தராக வாழ்வதைவிட, கொடிய வறுமை தாக்கினாலும் கவலைப்படாமல் நேர்மையாளராக வாழ்வதே மேலானதாகும்",பழியை மேற்கொண்டு இழிதொழில் செய்து பெறும் செல்வத்தை விடச் சான்றோர் வினைத்தூய்மையோடிருந்து பெறும் பொல்லாத வறுமையே சிறந்தது.,"பழியை ஏற்று அடைந்த செல்வத்தைக் காட்டிலும், பெரியோர் அனுபவிக்கும் வறுமையே உயர்ந்தது."
314,இன்னாசெய் தாரை ஒறுத்தல் அவர்நாண நன்னயஞ் செய்து விடல்.,"The (proper) punishment to those who have done evil (to you), is to put them to shame by showing them kindness, in return and to forget both the evil and the good done on both sides",இன்னா செய்யாமை,துறவறவியல்,அறத்துப்பால்,Virtue,"நமக்குத் தீங்கு செய்தவரைத் தண்டிப்பதற்குச் சரியான வழி, அவர் வெட்கித் தலைகுனியும்படியாக அவருக்கு நன்மை செய்வதுதான்",இன்னா செய்தவரைத் தண்டித்தல் அவரே நாணும் படியாக அவருக்கு நல்லுதவி செய்து அவருடைய தீமையையும் நன்மையையும் மறந்து விடுதலாகும்.,"நமக்குத் தீமை செய்தவரைத் தண்டிக்கும் வழி, அவர் வெட்கப்படும்படி அவருக்கு நன்மையைச் செய்து அவர் செய்த தீமையையும், நாம் செய்த நன்மையையும் மறந்துவிடுவதே."
498,சிறுபடையான் செல்லிடம் சேரின் உறுபடையான் ஊக்கம் அழிந்து விடும்.,"The power of one who has a large army will perish, if he goes into ground where only a small army can act",இடனறிதல்,அரசியல்,பொருட்பால்,Wealth,சிறிய படை என்றாலும் அது தனக்குரிய இடத்தில் இருந்து போரிட்டால் பெரிய படையை வென்று விட முடியும்,"சிறிய படை உடையவனுக்குத் தக்கதாக உள்ள இடத்தில் பொருந்தி நின்றால், பெரிய படை உடையவன் தன் ஊக்கம் அழிவான்.","பெரிய படையை உடையவன், சிறிய படையை உடையவன் ஓடி இருக்கும் இடந்தேடிப் போனால், போனவனின் பெருமை அழியும்."
321,அறவினை யாதெனின் கொல்லாமை கோறல் பிறவினை எல்லாந் தரும்.,Never to destroy life is the sum of all virtuous conduct The destruction of life leads to every evil,கொல்லாமை,துறவறவியல்,அறத்துப்பால்,Virtue,எந்த உயிரையும் கொல்லாதிருப்பதே அறச்செயலாகும் கொலை செய்தல் தீயவினைகள் அனைத்தையும் விளைவிக்கும்,"அறமாகிய செயல் எது என்றால் ஒரு உயிரையும் கொல்லாமையாகும், கொல்லுதல் அறமல்லாத செயல்கள் எல்லாவற்றையும் விளைக்கும்.","அறச்செயல் எது என்றால், பிற உயிர்களைக் கொலை செய்யாது இருப்பதே; கொல்வது அனைத்துப் பாவங்களையும் தரும்."
